0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690
1;1;2;3;3;5;6;6;8;10;14;21;30;44;55;73;107;130;172;236;306;415;526;676;847;1041;1289;1539;1819;2083;2295;2487;2650;2764;2849;2904;2940;2962;2981;2994;3000;3002;3006;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008;3008
2;3;3;4;4;4;5;7;7;11;15;20;30;38;56;78;105;141;184;253;324;443;555;683;860;1048;1284;1536;1776;1999;2229;2409;2559;2684;2775;2840;2887;2922;2936;2948;2959;2962;2967;2967;2968;2971;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972;2972
1;2;2;2;2;2;2;2;4;6;7;11;14;16;21;30;41;49;69;96;128;176;230;312;393;514;660;829;1047;1271;1534;1805;2063;2293;2509;2666;2769;2862;2913;2957;2979;3001;3018;3025;3028;3033;3033;3033;3035;3035;3035;3036;3036;3036;3036;3036;3036;3036;3036;3036;3036;3036;3036;3036;3036;3036;3036;3036;3036
1;1;2;2;3;5;8;10;16;22;30;43;57;77;100;124;168;227;288;375;465;591;752;934;1153;1384;1653;1878;2116;2313;2461;2584;2688;2759;2807;2839;2862;2873;2888;2895;2904;2904;2906;2907;2908;2909;2910;2910;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912;2912
1;1;2;3;4;7;9;12;17;22;31;38;49;69;92;119;157;206;265;348;451;581;730;920;1144;1391;1653;1910;2157;2348;2526;2663;2753;2835;2893;2927;2953;2965;2980;2985;2989;2992;2993;2993;2995;2995;2995;2995;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996;2996
1;2;3;4;6;6;8;9;13;17;22;28;42;52;70;91;117;161;214;282;361;458;590;755;943;1160;1390;1631;1901;2142;2360;2529;2689;2775;2857;2908;2944;2975;2991;3002;3011;3014;3014;3018;3018;3018;3018;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019;3019
1;1;1;2;3;4;4;5;7;9;12;14;15;20;25;34;47;58;74;100;125;172;226;292;377;476;622;776;944;1144;1367;1598;1840;2068;2269;2436;2568;2666;2744;2790;2834;2863;2872;2885;2896;2903;2904;2905;2907;2908;2909;2909;2909;2909;2909;2909;2909;2909;2909;2909;2909;2909;2909;2909;2909;2909;2909;2909;2909
2;2;2;4;4;6;8;10;14;17;24;34;44;56;81;98;132;180;235;312;403;525;685;854;1072;1287;1564;1832;2094;2287;2503;2647;2751;2838;2895;2936;2966;2982;2993;3008;3013;3016;3018;3021;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023;3023
1;1;1;2;2;2;4;6;7;9;12;17;23;36;44;63;84;110;149;200;263;347;454;579;735;936;1169;1430;1695;1946;2189;2400;2588;2713;2794;2857;2895;2932;2955;2973;2982;2993;2997;3000;3003;3003;3004;3004;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005;3005
1;1;1;1;2;2;3;5;6;7;9;12;13;22;30;37;48;62;85;111;149;205;264;332;426;538;707;882;1083;1304;1580;1830;2097;2323;2501;2638;2764;2849;2906;2943;2968;2980;2990;3001;3003;3007;3008;3009;3010;3011;3011;3011;3011;3011;3011;3012;3012;3012;3012;3012;3012;3012;3012;3012;3012;3012;3012;3012;3012
2;2;2;3;3;4;4;4;7;10;11;16;26;38;53;66;90;120;154;210;267;353;436;574;732;913;1123;1354;1601;1861;2105;2317;2488;2613;2714;2787;2838;2871;2887;2904;2912;2920;2924;2928;2931;2933;2934;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935;2935
