0;10;20;30;40;50;60;70;80;90;100;110;120;130;140;150;160;170;180;190;200;210;220;230;240;250;260;270;280;290;300;310;320;330;340;350;360;370;380;390;400;410;420;430;440;450;460;470;480;490;500;510;520;530;540;550;560;570;580;590;600;610;620;630;640;650;660;670;680;690
2;2;2;2;2;3;5;7;9;11;15;18;28;38;54;77;101;128;175;222;291;383;512;684;908;1199;1604;2083;2750;3629;4734;6042;7721;9724;11978;14480;17085;19660;21994;24048;25746;27037;27997;28702;29196;29537;29753;29872;29957;30016;30056;30089;30114;30127;30135;30139;30142;30145;30145;30146;30146;30146;30146;30146;30146;30146;30146;30146;30146
1;1;2;2;2;3;3;6;9;11;13;21;27;39;51;68;94;131;182;241;318;433;569;773;1023;1348;1792;2368;3099;4075;5242;6720;8495;10525;12831;15290;17864;20217;22460;24389;25907;27058;27925;28527;28979;29244;29434;29572;29664;29733;29765;29795;29811;29829;29834;29837;29838;29839;29841;29843;29843;29843;29843;29843;29843;29843;29843;29843;29843
2;4;4;6;8;14;20;27;34;47;61;78;99;126;171;243;316;425;571;754;1017;1327;1746;2326;3014;3898;5063;6470;8242;10240;12557;15106;17654;20204;22511;24430;26057;27299;28201;28806;29262;29579;29797;29913;30010;30070;30112;30141;30158;30177;30184;30189;30190;30193;30195;30195;30195;30197;30198;30198;30198;30199;30199;30199;30199;30199;30199;30199;30199
2;4;5;6;8;11;13;18;25;33;46;65;89;117;161;216;301;394;529;714;952;1255;1651;2158;2843;3721;4808;6251;7921;9917;12181;14630;17128;19549;21843;23892;25576;26840;27771;28469;28901;29226;29454;29586;29693;29748;29788;29811;29826;29837;29843;29847;29851;29853;29854;29854;29854;29854;29854;29855;29855;29855;29856;29856;29856;29856;29856;29856;29856
2;3;4;5;7;8;11;19;25;35;46;67;89;120;162;215;287;394;518;706;951;1255;1670;2173;2863;3708;4781;6172;7779;9742;11959;14334;16912;19409;21739;23847;25537;26825;27749;28428;28934;29264;29504;29639;29706;29779;29820;29843;29857;29874;29878;29884;29888;29891;29893;29897;29897;29897;29897;29897;29897;29898;29898;29898;29898;29898;29898;29898;29898
1;1;1;1;2;4;6;10;12;16;21;30;37;53;68;96;129;169;222;297;398;520;698;916;1218;1603;2129;2772;3638;4736;6059;7681;9637;11851;14255;16778;19336;21631;23719;25380;26728;27676;28384;28885;29219;29443;29592;29696;29759;29800;29832;29850;29866;29869;29873;29875;29877;29878;29879;29879;29879;29879;29879;29879;29879;29879;29879;29879;29879
1;1;1;2;2;2;4;6;8;10;15;17;29;40;52;73;93;135;188;240;319;423;572;770;1026;1376;1804;2381;3161;4049;5250;6696;8441;10510;12834;15297;17914;20414;22651;24569;26149;27295;28178;28782;29210;29473;29665;29794;29897;29951;29988;30013;30033;30045;30052;30053;30055;30055;30057;30057;30057;30058;30059;30059;30059;30059;30059;30059;30059
1;2;2;2;2;2;2;2;4;6;7;10;13;15;21;28;37;53;80;106;138;178;238;315;420;554;749;1003;1355;1793;2387;3145;4081;5263;6743;8510;10599;12940;15442;18035;20501;22780;24656;26214;27409;28255;28845;29219;29498;29679;29783;29865;29927;29966;29989;30018;30027;30035;30037;30039;30039;30043;30044;30045;30046;30046;30046;30046;30046
1;1;1;1;2;4;6;8;13;18;23;35;48;60;77;100;125;163;219;282;368;472;629;831;1113;1478;1927;2573;3363;4329;5556;7078;8933;11142;13476;16003;18497;20964;23050;24828;26241;27329;28168;28715;29084;29334;29520;29642;29727;29782;29807;29831;29844;29854;29862;29866;29866;29867;29868;29869;29869;29871;29872;29872;29872;29872;29873;29873;29873
2;3;4;5;5;6;9;11;13;19;25;33;45;60;88;117;158;216;293;389;525;706;937;1210;1604;2102;2766;3660;4723;6095;7733;9659;11876;14305;16873;19357;21630;23680;25406;26726;27692;28455;28925;29260;29502;29658;29789;29861;29895;29922;29952;29965;29970;29977;29980;29981;29981;29984;29984;29985;29985;29985;29985;29985;29985;29985;29985;29985;29985
1;2;3;3;4;7;11;19;26;34;47;62;79;106;142;185;242;314;406;544;731;985;1299;1713;2274;2998;3867;4965;6431;8162;10238;12577;15076;17660;20081;22412;24396;26028;27267;28158;28775;29216;29498;29723;29851;29930;29988;30027;30053;30068;30081;30091;30095;30099;30101;30103;30104;30105;30105;30105;30105;30105;30105;30105;30105;30105;30105;30105;30105
